house,state,work_type,work_id,ida,mp,constituency,district,fy,exp_date_str,vendor,pay_status,amount
LOK_SABHA,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18218/2025-2026/233777,GHAZIABAD(DISTRICT MAGISTRAE GHAZIABAD_IDA),ATUL GARG (2024-2029),GHAZIABAD,GHAZIABAD,2025-2026,21-Aug-2026,DARSH BUILDCON,Payment In-Progress,799146.0
LOK_SABHA,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18218/2025-2026/233878,GHAZIABAD(DISTRICT MAGISTRAE GHAZIABAD_IDA),ATUL GARG (2024-2029),GHAZIABAD,GHAZIABAD,2025-2026,04-Aug-2026,DARSH BUILDCON,Payment In-Progress,832080.0
LOK_SABHA,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18218/2025-2026/233781,GHAZIABAD(DISTRICT MAGISTRAE GHAZIABAD_IDA),ATUL GARG (2024-2029),GHAZIABAD,GHAZIABAD,2025-2026,04-Aug-2026,DARSH BUILDCON,Payment In-Progress,498309.0
LOK_SABHA,Odisha,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18350/2025-2026/182265,BOUDH(District Collector Boudh_IDA),SUKANTA KUMAR PANIGRAHI (2024-2029),BOUDH,BOUDH,2025-2026,17-Aug-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,3000.0
LOK_SABHA,Odisha,Construction of community centers and community halls,WS/MP370/2025-2026/174610,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram (2024-2029),Sundaragada,Sundaragada,2025-2026,07-Sep-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,1962.0
LOK_SABHA,Odisha,Construction of community centers and community halls,WS/MP18150/2025-2026/273406,SAMBALPUR(DISTRICT COLLECTOR SAMBALPUR_IDA),DHARMENDRA PRADHAN (2024-2029),SAMBALPUR,SAMBALPUR,2025-2026,05-Sep-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,4123.0
LOK_SABHA,Odisha,Construction of public irrigation facilities,WS/MP18150/2026-2027/272844,SAMBALPUR(DISTRICT COLLECTOR SAMBALPUR_IDA),DHARMENDRA PRADHAN (2024-2029),SAMBALPUR,SAMBALPUR,2026-2027,05-Sep-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,8163.0
LOK_SABHA,Odisha,Construction of public libraries and reading rooms,WS/MP300/2025-2026/199511,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),Smt Aparajita Sarangi (2024-2029),KHORDHA,KHORDHA,2025-2026,08-Sep-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,6608.0
LOK_SABHA,Odisha,Construction of community centers and community halls,WS/MP18148/2025-2026/170215,NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA),BALABHADRA MAJHI (2024-2029),NABARANGPUR,NABARANGPUR,2025-2026,18-Sep-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,2379.0
LOK_SABHA,Odisha,Construction of community centers and community halls,WS/MP18148/2025-2026/227998,NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA),BALABHADRA MAJHI (2024-2029),NABARANGPUR,NABARANGPUR,2025-2026,18-Sep-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,2000.0
LOK_SABHA,Odisha,Construction of community centers and community halls,WS/MP18148/2025-2026/170292,NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA),BALABHADRA MAJHI (2024-2029),NABARANGPUR,NABARANGPUR,2025-2026,18-Sep-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,5000.0
LOK_SABHA,Odisha,Construction of community centers and community halls,WS/MP18148/2025-2026/227995,NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA),BALABHADRA MAJHI (2024-2029),NABARANGPUR,NABARANGPUR,2025-2026,18-Sep-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,2000.0
LOK_SABHA,Odisha,Construction of community centers and community halls,WS/MP18148/2025-2026/170330,NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA),BALABHADRA MAJHI (2024-2029),NABARANGPUR,NABARANGPUR,2025-2026,18-Sep-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,5000.0
LOK_SABHA,Odisha,Construction of community centers and community halls,WS/MP18148/2025-2026/170223,NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA),BALABHADRA MAJHI (2024-2029),NABARANGPUR,NABARANGPUR,2025-2026,07-Sep-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,3000.0
LOK_SABHA,Odisha,Construction of community centers and community halls,WS/MP18148/2025-2026/198391,NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA),BALABHADRA MAJHI (2024-2029),NABARANGPUR,NABARANGPUR,2025-2026,07-Sep-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,2500.0
LOK_SABHA,Odisha,Construction of community centers and community halls,WS/MP18148/2025-2026/237307,NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA),BALABHADRA MAJHI (2024-2029),NABARANGPUR,NABARANGPUR,2025-2026,09-Sep-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,7192.0
LOK_SABHA,Odisha,Construction of community centers and community halls,WS/MP18146/2026-2027/174008,Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA),ANANTA NAYAK (2024-2029),Kendujhar,Kendujhar,2026-2027,19-Sep-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,3000.0
LOK_SABHA,Madhya Pradesh,Construction of common work sheds/ common covered sitting area,WS/MP641/2025-2026/220306,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel (2024-2029),BARWANI,BARWANI,2025-2026,15-Sep-2026,JANAPAD PANCHAYAT BARWANI,Payment In-Progress,199000.0
LOK_SABHA,Karnataka,Construction of additional rooms and halls in the existing public and community building,WS/MP18082/2025-2026/242466,CHITRADURGA(DEPUTY COMMISSIONER CHITRADURGA_IDA),GOVIND MAKTHAPPA KARJOL (2024-2029),CHITRADURGA,CHITRADURGA,2025-2026,31-Aug-2026,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,375000.0
LOK_SABHA,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP337/2026-2027/245898,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra  (2024-2029),SHIVAMOGGA,SHIVAMOGGA,2026-2027,05-Sep-2026,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,562500.0
LOK_SABHA,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP337/2025-2026/159994,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra  (2024-2029),SHIVAMOGGA,SHIVAMOGGA,2025-2026,05-Sep-2026,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,125000.0
LOK_SABHA,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP337/2025-2026/159991,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra  (2024-2029),SHIVAMOGGA,SHIVAMOGGA,2025-2026,05-Sep-2026,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,125000.0
LOK_SABHA,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP337/2025-2026/159993,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra  (2024-2029),SHIVAMOGGA,SHIVAMOGGA,2025-2026,05-Sep-2026,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,125000.0
LOK_SABHA,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP337/2025-2026/273954,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra  (2024-2029),SHIVAMOGGA,SHIVAMOGGA,2025-2026,05-Sep-2026,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,250000.0
LOK_SABHA,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP337/2025-2026/245795,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra  (2024-2029),SHIVAMOGGA,SHIVAMOGGA,2025-2026,05-Sep-2026,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,124750.0
LOK_SABHA,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP337/2025-2026/247818,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra  (2024-2029),SHIVAMOGGA,SHIVAMOGGA,2025-2026,05-Sep-2026,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,124750.0
LOK_SABHA,Madhya Pradesh,Construction of common work sheds/ common covered sitting area,WS/MP641/2025-2026/220322,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel (2024-2029),BARWANI,BARWANI,2025-2026,31-Aug-2026,NAGAR PALIKA PARISHAD BARWANI,Payment In-Progress,99254.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/286976,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,15-Sep-2026,MP Agro Biaora,Payment In-Progress,127270.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/286975,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,15-Sep-2026,MP Agro Biaora,Payment In-Progress,190905.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/286974,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,15-Sep-2026,MP Agro Biaora,Payment In-Progress,127270.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/287310,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,16-Sep-2026,MP Agro Biaora,Payment In-Progress,381810.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/286973,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,15-Sep-2026,MP Agro Biaora,Payment In-Progress,63635.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/286970,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,15-Sep-2026,MP Agro Biaora,Payment In-Progress,127270.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/286971,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,15-Sep-2026,MP Agro Biaora,Payment In-Progress,127270.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/286972,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,15-Sep-2026,MP Agro Biaora,Payment In-Progress,127270.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/287303,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,16-Sep-2026,MP Agro Biaora,Payment In-Progress,127270.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/287308,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,16-Sep-2026,MP Agro Biaora,Payment In-Progress,127270.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/287312,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,16-Sep-2026,MP Agro Biaora,Payment In-Progress,127270.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/287309,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,16-Sep-2026,MP Agro Biaora,Payment In-Progress,127270.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/287304,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,16-Sep-2026,MP Agro Biaora,Payment In-Progress,127270.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/287311,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,16-Sep-2026,MP Agro Biaora,Payment In-Progress,127270.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/287307,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,16-Sep-2026,MP Agro Biaora,Payment In-Progress,127270.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/287301,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,16-Sep-2026,MP Agro Biaora,Payment In-Progress,127270.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/287329,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,16-Sep-2026,MP Agro Biaora,Payment In-Progress,127270.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/287300,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,16-Sep-2026,MP Agro Biaora,Payment In-Progress,127270.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/287328,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,16-Sep-2026,MP Agro Biaora,Payment In-Progress,127270.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/287302,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,16-Sep-2026,MP Agro Biaora,Payment In-Progress,127270.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/286977,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,16-Sep-2026,MP Agro Biaora,Payment In-Progress,127270.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/287299,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,16-Sep-2026,MP Agro Biaora,Payment In-Progress,127270.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/286978,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,16-Sep-2026,MP Agro Biaora,Payment In-Progress,63635.0
LOK_SABHA,Madhya Pradesh,Fitting of Sitting RCC Benches in Public Places,WS/ MP443/2026-2027/287298,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar  (2024-2029),RAJGARH,RAJGARH,2026-2027,16-Sep-2026,MP Agro Biaora,Payment In-Progress,127270.0
LOK_SABHA,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP414/2025-2026/217997,BHAGALPUR(DISTRICT PLANNING OFFICER BHAGALPUR_IDA),Ajay Kumar Mandal (2024-2029),BHAGALPUR,BHAGALPUR,2025-2026,12-Sep-2026,ASSISTANT ENGINEER NATHNAGAR,Payment In-Progress,1410656.0
LOK_SABHA,Tamil Nadu,Lighting of public spaces,WS/MP18179/2025-2026/245339,THANJAVUR(DISTRICT COLLECTOR THANJAVUR_IDA),SUDHA R (2024-2029),THANJAVUR,THANJAVUR,2025-2026,09-Sep-2026,KRS Enterprises,Payment In-Progress,862659.0
LOK_SABHA,Jharkhand,Construction of public staircase/ stair ghat for public convenience,WS/MP18072/2026-2027/290324,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),DULU MAHATO (2024-2029),BOKARO,BOKARO,2026-2027,03-Sep-2026,Mukesh Mahato,Payment In-Progress,243750.0
LOK_SABHA,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18072/2026-2027/290325,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),DULU MAHATO (2024-2029),BOKARO,BOKARO,2026-2027,03-Sep-2026,Mukesh Mahato,Payment In-Progress,262500.0
LOK_SABHA,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18072/2026-2027/290320,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),DULU MAHATO (2024-2029),BOKARO,BOKARO,2026-2027,03-Sep-2026,Mukesh Mahato,Payment In-Progress,262500.0
LOK_SABHA,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18072/2026-2027/290321,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),DULU MAHATO (2024-2029),BOKARO,BOKARO,2026-2027,03-Sep-2026,Mukesh Mahato,Payment In-Progress,225000.0
LOK_SABHA,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18072/2026-2027/290322,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),DULU MAHATO (2024-2029),BOKARO,BOKARO,2026-2027,03-Sep-2026,Mukesh Mahato,Payment In-Progress,225000.0
LOK_SABHA,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18072/2026-2027/290317,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),DULU MAHATO (2024-2029),BOKARO,BOKARO,2026-2027,03-Sep-2026,Mukesh Mahato,Payment In-Progress,225000.0
LOK_SABHA,Jharkhand,Construction of public staircase/ stair ghat for public convenience,WS/MP18072/2026-2027/290318,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),DULU MAHATO (2024-2029),BOKARO,BOKARO,2026-2027,03-Sep-2026,Mukesh Mahato,Payment In-Progress,225000.0
LOK_SABHA,Jharkhand,Construction of footpaths and pedestrian ways,WS/MP18072/2026-2027/290319,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),DULU MAHATO (2024-2029),BOKARO,BOKARO,2026-2027,03-Sep-2026,Mukesh Mahato,Payment In-Progress,219000.0
LOK_SABHA,Jharkhand,Installing tube-wells and borewells,WS/MP18072/2026-2027/292202,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),DULU MAHATO (2024-2029),BOKARO,BOKARO,2026-2027,03-Sep-2026,Mukesh Mahato,Payment In-Progress,243750.0
LOK_SABHA,Jharkhand,Installing tube-wells and borewells,WS/MP18072/2026-2027/292203,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),DULU MAHATO (2024-2029),BOKARO,BOKARO,2026-2027,03-Sep-2026,Mukesh Mahato,Payment In-Progress,243750.0
LOK_SABHA,Jharkhand,Installing hand pumps,WS/MP18072/2026-2027/292201,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),DULU MAHATO (2024-2029),BOKARO,BOKARO,2026-2027,03-Sep-2026,Mukesh Mahato,Payment In-Progress,93750.0
LOK_SABHA,Jharkhand,Installing hand pumps,WS/MP18072/2026-2027/292197,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),DULU MAHATO (2024-2029),BOKARO,BOKARO,2026-2027,03-Sep-2026,Mukesh Mahato,Payment In-Progress,93750.0
LOK_SABHA,Jharkhand,Installing tube-wells and borewells,WS/MP18072/2026-2027/292198,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),DULU MAHATO (2024-2029),BOKARO,BOKARO,2026-2027,03-Sep-2026,Mukesh Mahato,Payment In-Progress,243750.0
LOK_SABHA,Jharkhand,Construction of community centers and community halls,WS/MP18072/2026-2027/292193,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),DULU MAHATO (2024-2029),BOKARO,BOKARO,2026-2027,03-Sep-2026,Mukesh Mahato,Payment In-Progress,750000.0
LOK_SABHA,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18072/2026-2027/292195,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),DULU MAHATO (2024-2029),BOKARO,BOKARO,2026-2027,03-Sep-2026,Mukesh Mahato,Payment In-Progress,262500.0
LOK_SABHA,Jharkhand,Installing tube-wells and borewells,WS/MP18072/2026-2027/296351,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),DULU MAHATO (2024-2029),BOKARO,BOKARO,2026-2027,03-Sep-2026,Mukesh Mahato,Payment In-Progress,243750.0
LOK_SABHA,Jharkhand,Installing tube-wells and borewells,WS/MP18072/2026-2027/296348,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),DULU MAHATO (2024-2029),BOKARO,BOKARO,2026-2027,03-Sep-2026,Mukesh Mahato,Payment In-Progress,243750.0
LOK_SABHA,Odisha,Construction of community centers and community halls,WS/MP18142/2025-2026/225283,JAGATSINGHAPUR(DISTRICT COLLECTOR JAGATSINGHPUR_IDA),BIBHU PRASAD TARAI (2024-2029),JAGATSINGHAPUR,JAGATSINGHAPUR,2025-2026,01-Sep-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,5000.0
LOK_SABHA,Odisha,Construction of community centers and community halls,WS/MP18142/2025-2026/270036,PURI(DISTRICT COLLECTOR PURI_IDA),BIBHU PRASAD TARAI (2024-2029),PURI,PURI,2025-2026,11-Sep-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,5000.0
LOK_SABHA,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18086/2025-2026/190439,HASSAN(DEPUTY COMMISSIONER HASSAN_IDA),SHREYAS. M. PATEL (2024-2029),HASSAN,HASSAN,2025-2026,17-Sep-2026,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,150000.0
LOK_SABHA,Karnataka,Construction of bus-sheds or bus-stops,WS/MP18086/2025-2026/198666,HASSAN(DEPUTY COMMISSIONER HASSAN_IDA),SHREYAS. M. PATEL (2024-2029),HASSAN,HASSAN,2025-2026,18-Sep-2026,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,249941.0
LOK_SABHA,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18086/2025-2026/212069,HASSAN(DEPUTY COMMISSIONER HASSAN_IDA),SHREYAS. M. PATEL (2024-2029),HASSAN,HASSAN,2025-2026,18-Sep-2026,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,174885.0
LOK_SABHA,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18086/2025-2026/212191,HASSAN(DEPUTY COMMISSIONER HASSAN_IDA),SHREYAS. M. PATEL (2024-2029),HASSAN,HASSAN,2025-2026,18-Sep-2026,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,249298.0
LOK_SABHA,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18086/2026-2027/299294,HASSAN(DEPUTY COMMISSIONER HASSAN_IDA),SHREYAS. M. PATEL (2024-2029),HASSAN,HASSAN,2026-2027,19-Sep-2026,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,750000.0
LOK_SABHA,Karnataka,Construction of community centers and community halls,WS/MP18093/2026-2027/228510,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),V. SOMANNA (2024-2029),TUMAKURU,TUMAKURU,2026-2027,02-Jul-2026,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,750000.0
LOK_SABHA,Odisha,Construction of public libraries and reading rooms,WS/MP300/2025-2026/160836,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),Smt Aparajita Sarangi (2024-2029),KHORDHA,KHORDHA,2025-2026,17-Sep-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,5000.0
LOK_SABHA,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18082/2025-2026/187502,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),GOVIND MAKTHAPPA KARJOL (2024-2029),TUMAKURU,TUMAKURU,2025-2026,10-Aug-2026,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,250000.0
LOK_SABHA,Madhya Pradesh,Construction of common work sheds/ common covered sitting area,WS/MP653/2025-2026/271170,DEWAS(DISTRICT COLLECTOR DEWAS_IDA),Mahendra Singh Solanky (2024-2029),DEWAS,DEWAS,2025-2026,01-Sep-2026,CEO Janpad Panchayat Dewas,Payment In-Progress,600000.0
LOK_SABHA,Bihar,Construction of platforms and passenger sheds at railway stations,WS/MP555/2025-2026/240204,PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA),Sunil Kumar  (2024-2029),PASHCHIM CHAMPARAN,PASHCHIM CHAMPARAN,2025-2026,09-Sep-2026,ASSISTANT ENGINEER BAGAHA LEGISLATIVE,Payment In-Progress,398069.0
LOK_SABHA,Uttarakhand,Construction of footpaths and pedestrian ways,WS/MP477/2026-2027/274288,ALMORA(DISTRICT MAGISTRATE ALMORA_IDA),Ajay Tamta (2024-2029),ALMORA,ALMORA,2026-2027,19-Sep-2026,bisht trading company,Payment In-Progress,122244.0
LOK_SABHA,Karnataka,Construction of buildings for training institutions,WS/MP18093/2026-2027/217128,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),V. SOMANNA (2024-2029),TUMAKURU,TUMAKURU,2026-2027,05-Aug-2026,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,750000.0
LOK_SABHA,Karnataka,Installing tube-wells and borewells,WS/MP18093/2026-2027/217130,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),V. SOMANNA (2024-2029),TUMAKURU,TUMAKURU,2026-2027,27-Jul-2026,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,375000.0
