house,state,mp_name,constituency,allocated_amount
RAJYA_SABHA,Madhya Pradesh,Shri Ashok Singh (2024-30) (2024-2030),Madhya Pradesh (Rajya Sabha),147000000.0
RAJYA_SABHA,Maharashtra,Shri Ashokrao Shankarrao Chavan (2024-30) (2024-2030),Maharashtra (Rajya Sabha),147000000.0
RAJYA_SABHA,Odisha,Shri Ashwini Vaishnaw (2024-30) (2024-2030),Odisha (Rajya Sabha),265563957.11
RAJYA_SABHA,Telangana,Shri B. Parthasaradhi Reddy (2022-28) (2022-2028),Telangana (Rajya Sabha),244365104.0
RAJYA_SABHA,Uttar Pradesh,Shri B.L. Verma (2020-26) (2020-2026),Uttar Pradesh (Rajya Sabha),196063957.11
RAJYA_SABHA,Gujarat,Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Gujarat (Rajya Sabha),171500000.0
RAJYA_SABHA,Uttar Pradesh,Shri Baburam Nishad (2022-28) (2022-2028),Uttar Pradesh (Rajya Sabha),196063957.11
RAJYA_SABHA,Jharkhand,Shri Baidyanath Ram (2026-32) (2026-2032),Jharkhand (Rajya Sabha),49000000.0
RAJYA_SABHA,Madhya Pradesh,Shri Balyogi Umeshnath (2024-30) (2024-2030),Madhya Pradesh (Rajya Sabha),147000000.0
RAJYA_SABHA,Madhya Pradesh,Shri Banshilal Gurjar (2024-30) (2024-2030),Madhya Pradesh (Rajya Sabha),147000000.0
RAJYA_SABHA,Andhra Pradesh,Shri Bhashyam Rama Krishna (2026-32) (2026-2032),Andhra Pradesh (Rajya Sabha),49000000.0
RAJYA_SABHA,Assam,Shri Birendra Prasad Baishya (2025-31) (2025-2031),Assam (Rajya Sabha),98000000.0
RAJYA_SABHA,West Bengal,Shri Biswajit Sinha (Rahul Sinha) (2026-32) (2026-2032),West Bengal (Rajya Sabha),49000000.0
RAJYA_SABHA,Uttar Pradesh,Shri Brij Lal (2020-26) (2020-2026),Uttar Pradesh (Rajya Sabha),196063957.11
RAJYA_SABHA,Kerala,Shri C. Sadanandan Master (2025-31) (2025-2031),Kerala (Rajya Sabha),73500000.0
RAJYA_SABHA,Maharashtra,Shri Chandrakant Damodar Handore (2024-30) (2024-2030),Maharashtra (Rajya Sabha),147000000.0
RAJYA_SABHA,Jammu And Kashmir,Shri Chowdry Mohammad Ramzan (2025-31) (2025-2031),Jammu And Kashmir (Rajya Sabha),73500000.0
RAJYA_SABHA,Tamil Nadu,Shri Christopher Manickam (2026-32) (2026-2032),Tamil Nadu (Rajya Sabha),49356476.5
RAJYA_SABHA,Rajasthan,Shri Chunnilal Garasiya (2024-30) (2024-2030),Rajasthan (Rajya Sabha),147000000.0
RAJYA_SABHA,Tamil Nadu,Shri Constandine Ravindran (2026-32) (2026-2032),Tamil Nadu (Rajya Sabha),49356476.5
RAJYA_SABHA,Telangana,Shri Damodar Rao Divakonda (2022-28) (2022-2028),Telangana (Rajya Sabha),239919406.11
RAJYA_SABHA,Odisha,Shri Debashish Samantaray (2026-30) (2026-2030),Odisha (Rajya Sabha),23800006.0
RAJYA_SABHA,West Bengal,Shri Derek O' Brien (2023-29) (2023-2029),West Bengal (Rajya Sabha),171500000.0
RAJYA_SABHA,Chhattisgarh,Shri Devendra Pratap Singh (2024-30) (2024-2030),Chhattisgarh (Rajya Sabha),170837637.76
RAJYA_SABHA,Maharashtra,Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028),Maharashtra (Rajya Sabha),220383643.11
RAJYA_SABHA,Odisha,Shri Dilip Kumar Ray (2026-32) (2026-2032),Odisha (Rajya Sabha),49000000.0
RAJYA_SABHA,Sikkim,Shri Dorjee Tshering Lepcha (2024-30) (2024-2030),Sikkim (Rajya Sabha),150170726.11
RAJYA_SABHA,Karnataka,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Karnataka (Rajya Sabha),147000000.0
RAJYA_SABHA,Rajasthan,Shri Ghanshyam Tiwari (2022-28) (2022-2028),Rajasthan (Rajya Sabha),196063957.11
RAJYA_SABHA,Andhra Pradesh,Shri Golla Baburao (2024-30) (2024-2030),Andhra Pradesh (Rajya Sabha),147000000.0
RAJYA_SABHA,Gujarat,Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030),Gujarat (Rajya Sabha),147000000.0
RAJYA_SABHA,Jammu And Kashmir,Shri Gulam Ali (2022-28) (2022-2028),Jammu And Kashmir (Rajya Sabha),196063957.11
RAJYA_SABHA,Jammu And Kashmir,Shri Gurwinder Singh Oberoi (2025-31) (2025-2031),Jammu And Kashmir (Rajya Sabha),73500000.0
RAJYA_SABHA,Punjab,Shri Harbhajan Singh (2022-28) (2022-2028),Punjab (Rajya Sabha),220984094.27
RAJYA_SABHA,Uttar Pradesh,Shri Hardeep Singh Puri (2020-26) (2020-2026),Uttar Pradesh (Rajya Sabha),226801049.11
RAJYA_SABHA,Kerala,Shri Haris Beeran (2024-30) (2024-2030),Kerala (Rajya Sabha),122500000.0
RAJYA_SABHA,Himachal Pradesh,Shri Harsh Mahajan (2024-30) (2024-2030),Himachal Pradesh (Rajya Sabha),147000000.0
RAJYA_SABHA,West Bengal,Shri Harsh Vardhan Shringla (2025-31) (2025-2031),West Bengal (Rajya Sabha),73500000.0
RAJYA_SABHA,Tamil Nadu,Shri I.S. Inbadurai (2025-31) (2025-2031),Tamil Nadu (Rajya Sabha),89248285.42
RAJYA_SABHA,Tamil Nadu,Shri Ilaiyaraaja (2022-28) (2022-2028),Tamil Nadu (Rajya Sabha),220563957.11
RAJYA_SABHA,Maharashtra,Shri Imran Pratapgarhi (2022-28) (2022-2028),Maharashtra (Rajya Sabha),196000000.0
RAJYA_SABHA,Gujarat,Shri Jagat Prakash Nadda (2024-30) (2024-2030),Gujarat (Rajya Sabha),147000000.0
RAJYA_SABHA,Karnataka,Shri Jaggesh (2022-28) (2022-2028),Karnataka (Rajya Sabha),196063957.11
RAJYA_SABHA,Karnataka,Shri Jairam Ramesh (2022-28) (2022-2028),Karnataka (Rajya Sabha),220563957.11
RAJYA_SABHA,Meghalaya,Shri James Pangsang Kongkal Sangma (2026-32) (2026-2032),Meghalaya (Rajya Sabha),49000000.0
RAJYA_SABHA,Uttar Pradesh,Shri Javed Ali Khan (2022-28) (2022-2028),Uttar Pradesh (Rajya Sabha),196063957.11
RAJYA_SABHA,Uttar Pradesh,Shri Jayant Chaudhary (2022-28) (2022-2028),Uttar Pradesh (Rajya Sabha),214074707.67000002
RAJYA_SABHA,Assam,Shri Jogen Mohan (2026-32) (2026-2032),Assam (Rajya Sabha),49000000.0
RAJYA_SABHA,Kerala,Shri Jose K. Mani (2024-30) (2024-2030),Kerala (Rajya Sabha),122500000.0
RAJYA_SABHA,Tamil Nadu,Shri K.R.N. Rajeshkumar (2022-28) (2022-2028),Tamil Nadu (Rajya Sabha),238513975.53
RAJYA_SABHA,Tamil Nadu,Shri Kamal Haasan (2025-31) (2025-2031),Tamil Nadu (Rajya Sabha),89248285.42
RAJYA_SABHA,Assam,Shri Kanad Purkayastha (2025-31) (2025-2031),Assam (Rajya Sabha),98000000.0
RAJYA_SABHA,Uttar Pradesh,Shri Kapil Sibal (2022-28) (2022-2028),Uttar Pradesh (Rajya Sabha),196063957.11
RAJYA_SABHA,Haryana,Shri Karamvir Singh Singh Boudh (2026-32) (2026-2032),Haryana (Rajya Sabha),49000000.0
RAJYA_SABHA,Haryana,Shri Kartikeya Sharma (2022-28) (2022-2028),Haryana (Rajya Sabha),196000000.0
RAJYA_SABHA,Gujarat,Shri Kesridevsinh Jhala (2023-29) (2023-2029),Gujarat (Rajya Sabha),171500000.0
RAJYA_SABHA,Mizoram,Shri Khiangte Laltluangkima (2026-32) (2026-2032),Mizoram (Rajya Sabha),24500000.0
RAJYA_SABHA,Bihar,Shri Khiru Mahto (2022-28) (2022-2028),Bihar (Rajya Sabha),235770091.81
RAJYA_SABHA,Tamil Nadu,Shri L. K. Sudhish (2026-32) (2026-2032),Tamil Nadu (Rajya Sabha),49356476.5
RAJYA_SABHA,Karnataka,Shri Lahar Singh Siroya (2022-28) (2022-2028),Karnataka (Rajya Sabha),206278088.11
RAJYA_SABHA,Andhra Pradesh,Shri Lingamaneni Ramesh (2026-32) (2026-2032),Andhra Pradesh (Rajya Sabha),49000000.0
RAJYA_SABHA,Karnataka,Shri M. Nagaraja (2026-32) (2026-2032),Karnataka (Rajya Sabha),49000000.0
RAJYA_SABHA,Rajasthan,Shri Madan Rathore (2024-30) (2024-2030),Rajasthan (Rajya Sabha),147000000.0
RAJYA_SABHA,Uttarakhand,Shri Mahendra Bhatt (2024-30) (2024-2030),Uttarakhand (Rajya Sabha),147000000.0
RAJYA_SABHA,Madhya Pradesh,Shri Mahesh Kewat (2026-32) (2026-2032),Madhya Pradesh (Rajya Sabha),49000000.0
RAJYA_SABHA,Karnataka,Shri Mallikarjun Kharge (2026-32) (2026-2032),Karnataka (Rajya Sabha),49063957.11
RAJYA_SABHA,Bihar,Shri Manan Kumar Mishra (2024-28) (2024-2028),Bihar (Rajya Sabha),235263957.11
RAJYA_SABHA,Odisha,Shri Manas Ranjan Mangaraj (2022-28) (2022-2028),Odisha (Rajya Sabha),196063957.11
RAJYA_SABHA,Odisha,Shri Manmohan Samal (2026-32) (2026-2032),Odisha (Rajya Sabha),49000000.0
RAJYA_SABHA,Karnataka,Shri Mansoor Ali Khan (2026-32) (2026-2032),Karnataka (Rajya Sabha),49000000.0
RAJYA_SABHA,Andhra Pradesh,Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028),Andhra Pradesh (Rajya Sabha),171296045.11
RAJYA_SABHA,Gujarat,Shri Mayankkumar Nayak (2024-30) (2024-2030),Gujarat (Rajya Sabha),147000000.0
RAJYA_SABHA,Andhra Pradesh,Shri Meda Raghunadha Reddy (2024-30) (2024-2030),Andhra Pradesh (Rajya Sabha),147000000.0
RAJYA_SABHA,Maharashtra,Shri Milind Murli Deora (2024-30) (2024-2030),Maharashtra (Rajya Sabha),147000000.0
RAJYA_SABHA,Uttar Pradesh,Shri Mithlesh Kumar (2022-28) (2022-2028),Uttar Pradesh (Rajya Sabha),196063957.11
RAJYA_SABHA,West Bengal,Shri Mohammed Nadimul Haque (2024-30) (2024-2030),West Bengal (Rajya Sabha),147000000.0
RAJYA_SABHA,Rajasthan,Shri Mukul Wasnik (2022-28) (2022-2028),Rajasthan (Rajya Sabha),196063957.11
RAJYA_SABHA,West Bengal,Shri Nagendra Ray (2023-29) (2023-2029),West Bengal (Rajya Sabha),171500000.0
RAJYA_SABHA,Delhi,Shri Narain Dass Gupta (2024-30) (2024-2030),Delhi (Rajya Sabha),160837070.0
RAJYA_SABHA,Karnataka,Shri Narayanasa K. Bhandage (2024-30) (2024-2030),Karnataka (Rajya Sabha),147450000.0
RAJYA_SABHA,Uttarakhand,Shri Naresh Bansal (2020-26) (2020-2026),Uttarakhand (Rajya Sabha),222043184.71
RAJYA_SABHA,Uttar Pradesh,Shri Naveen Jain (2024-30) (2024-2030),Uttar Pradesh (Rajya Sabha),147000000.0
RAJYA_SABHA,Rajasthan,Shri Neeraj Dangi (2026-32) (2026-2032),Rajasthan (Rajya Sabha),49000000.0
RAJYA_SABHA,Uttar Pradesh,Shri Neeraj Shekhar (2020-26) (2020-2026),Uttar Pradesh (Rajya Sabha),236483662.11
RAJYA_SABHA,Maharashtra,Shri Nitin Laxmanrao Jadhav Patil (2024-28) (2024-2028),Maharashtra (Rajya Sabha),122500000.0
RAJYA_SABHA,Bihar,Shri Nitin Nabin (2026-32) (2026-2032),Bihar (Rajya Sabha),49000000.0
RAJYA_SABHA,Tamil Nadu,Shri P. Chidambaram (2022-28) (2022-2028),Tamil Nadu (Rajya Sabha),236312242.52
RAJYA_SABHA,Kerala,Shri P. P. Suneer (2024-30) (2024-2030),Kerala (Rajya Sabha),122500000.0
RAJYA_SABHA,Tamil Nadu,Shri P. Wilson (2025-31) (2025-2031),Tamil Nadu (Rajya Sabha),89248285.42
RAJYA_SABHA,Assam,Shri Pabitra Margherita (2022-28) (2022-2028),Assam (Rajya Sabha),220563957.11
RAJYA_SABHA,Andhra Pradesh,Shri Paka Venkata Satyanarayana (2025-28) (2025-2028),Andhra Pradesh (Rajya Sabha),98000000.0
RAJYA_SABHA,Maharashtra,Shri Parth Ajit Pawar (2026-32) (2026-2032),Maharashtra (Rajya Sabha),49000000.0
RAJYA_SABHA,Karnataka,Shri Pawan Khera (2026-32) (2026-2032),Karnataka (Rajya Sabha),49000000.0
RAJYA_SABHA,Jharkhand,Shri Pradip Kumar Varma (2024-30) (2024-2030),Jharkhand (Rajya Sabha),178564551.09
RAJYA_SABHA,Maharashtra,Shri Praful Patel (2024-30) (2024-2030),Maharashtra (Rajya Sabha),147000000.0
RAJYA_SABHA,West Bengal,Shri Prakash Chik Baraik (2026-29) (2026-2029),West Bengal (Rajya Sabha),49662892.0
RAJYA_SABHA,Assam,Shri Pramod Boro (2026-32) (2026-2032),Assam (Rajya Sabha),49000000.0
RAJYA_SABHA,Rajasthan,Shri Pramod Tiwari (2022-28) (2022-2028),Rajasthan (Rajya Sabha),196063957.11
RAJYA_SABHA,Tamil Nadu,Shri Praveen Chakravarthy (2026-28) (2026-2028),Tamil Nadu (Rajya Sabha),49356476.5
RAJYA_SABHA,Tamil Nadu,Shri R. Dharmar (2022-28) (2022-2028),Tamil Nadu (Rajya Sabha),260812242.52
RAJYA_SABHA,Tamil Nadu,Shri R. Girirajan (2022-28) (2022-2028),Tamil Nadu (Rajya Sabha),236312242.52
RAJYA_SABHA,Punjab,Shri Raghav Chadha (2022-28) (2022-2028),Punjab (Rajya Sabha),237229207.25
RAJYA_SABHA,West Bengal,Shri Rajeev Kumar (2026-32) (2026-2032),West Bengal (Rajya Sabha),49000000.0
RAJYA_SABHA,Chhattisgarh,Shri Rajeev Shukla (2022-28) (2022-2028),Chhattisgarh (Rajya Sabha),271174394.23
RAJYA_SABHA,Gujarat,Shri Rajesh Parmanand Shukla (2026-32) (2026-2032),Gujarat (Rajya Sabha),49000000.0
RAJYA_SABHA,Tripura,Shri Rajib Bhattacharjee (2024-28) (2024-2028),Tripura (Rajya Sabha),122500000.0
RAJYA_SABHA,Punjab,Shri Rajinder Gupta (2025-28) (2025-2028),Punjab (Rajya Sabha),49000000.0
RAJYA_SABHA,Madhya Pradesh,Shri Rajneesh Kumar Agrawal (2026-32) (2026-2032),Madhya Pradesh (Rajya Sabha),49000000.0
RAJYA_SABHA,Bihar,Shri Ram Nath Thakur (2026-32) (2026-2032),Bihar (Rajya Sabha),65673638.730000004
RAJYA_SABHA,Maharashtra,Shri Ramdas Bandu Athawale (2026-32) (2026-2032),Maharashtra (Rajya Sabha),49000000.0
RAJYA_SABHA,Uttar Pradesh,Shri Ramji (2020-26) (2020-2026),Uttar Pradesh (Rajya Sabha),174518577.11
RAJYA_SABHA,Uttar Pradesh,Shri Ramji Lal Suman (2024-30) (2024-2030),Uttar Pradesh (Rajya Sabha),147000000.0
RAJYA_SABHA,Maharashtra,Shri Ramrao Sakharam Wadkute (2026-32) (2026-2032),Maharashtra (Rajya Sabha),49000000.0
RAJYA_SABHA,Rajasthan,Shri Randeep Singh Surjewala (2022-28) (2022-2028),Rajasthan (Rajya Sabha),196063957.11
RAJYA_SABHA,Uttar Pradesh,Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030),Uttar Pradesh (Rajya Sabha),147000000.0
RAJYA_SABHA,Telangana,Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030),Telangana (Rajya Sabha),152732534.11
RAJYA_SABHA,Assam,Shri Rwngwra Narzary (2022-28) (2022-2028),Assam (Rajya Sabha),220563957.11
RAJYA_SABHA,Andhra Pradesh,Shri Ryaga Krishnaiah (2024-28) (2024-2028),Andhra Pradesh (Rajya Sabha),170413583.79
RAJYA_SABHA,Andhra Pradesh,Shri S Niranjan Reddy (2022-28) (2022-2028),Andhra Pradesh (Rajya Sabha),224621383.11
RAJYA_SABHA,Gujarat,Shri S. Jaishankar (2023-29) (2023-2029),Gujarat (Rajya Sabha),171500000.0
RAJYA_SABHA,Tamil Nadu,Shri S. Kalyanasundaram (2022-28) (2022-2028),Tamil Nadu (Rajya Sabha),239763792.52
RAJYA_SABHA,Puducherry,Shri S. Selvaganabathy (2021-27) (2021-2027),Puducherry (Rajya Sabha),292881856.49
RAJYA_SABHA,Tamil Nadu,Shri S.R. Sivalingam (2025-31) (2025-2031),Tamil Nadu (Rajya Sabha),89248285.42
RAJYA_SABHA,Goa,Shri Sadanand Mhalu Shet Tanavade (2023-29) (2023-2029),Goa (Rajya Sabha),171500000.0
RAJYA_SABHA,Jammu And Kashmir,Shri Sajjad Ahmad Kichloo (2025-31) (2025-2031),Jammu And Kashmir (Rajya Sabha),73500000.0
RAJYA_SABHA,West Bengal,Shri Samik Bhattacharya (2024-30) (2024-2030),West Bengal (Rajya Sabha),147000000.0
RAJYA_SABHA,West Bengal,Shri Samirul Islam (2023-29) (2023-2029),West Bengal (Rajya Sabha),171500000.0
RAJYA_SABHA,Andhra Pradesh,Shri Sana Sathish Babu (2026-32) (2026-2032),Andhra Pradesh (Rajya Sabha),49063978.0
RAJYA_SABHA,Kerala,Shri Sandosh Kumar P (2022-28) (2022-2028),Kerala (Rajya Sabha),220563957.11
RAJYA_SABHA,Haryana,Shri Sanjay Bhatia (2026-32) (2026-2032),Haryana (Rajya Sabha),49000000.0
RAJYA_SABHA,Bihar,Shri Sanjay Kumar Jha (2024-30) (2024-2030),Bihar (Rajya Sabha),186200000.0
RAJYA_SABHA,Maharashtra,Shri Sanjay Raut (2022-28) (2022-2028),Maharashtra (Rajya Sabha),196063957.11
RAJYA_SABHA,Uttar Pradesh,Shri Sanjay Seth (2024-30) (2024-2030),Uttar Pradesh (Rajya Sabha),147000000.0
RAJYA_SABHA,Delhi,Shri Sanjay Singh (2024-30) (2024-2030),Delhi (Rajya Sabha),184466426.11
RAJYA_SABHA,Bihar,Shri Sanjay Yadav (2024-30) (2024-2030),Bihar (Rajya Sabha),186200000.0
RAJYA_SABHA,Punjab,Shri Sant Balbir Singh (2022-28) (2022-2028),Punjab (Rajya Sabha),196359074.44000003
RAJYA_SABHA,Jammu And Kashmir,Shri Sat Paul Sharma (2025-31) (2025-2031),Jammu And Kashmir (Rajya Sabha),73500000.0
RAJYA_SABHA,Bihar,Shri Satish Chandra Dubey (2022-28) (2022-2028),Bihar (Rajya Sabha),235263957.11
RAJYA_SABHA,Chandigarh,Shri Satnam Singh Sandhu (2024-30) (2024-2030),Chandigarh (Rajya Sabha),147000000.0
RAJYA_SABHA,Bihar,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Bihar (Rajya Sabha),237168443.49
RAJYA_SABHA,Bihar,Shri Shivesh Kumar (2026-32) (2026-2032),Bihar (Rajya Sabha),49000000.0
RAJYA_SABHA,Haryana,Shri Subhash Barala (2024-30) (2024-2030),Haryana (Rajya Sabha),147000000.0
RAJYA_SABHA,Odisha,Shri Subhasish Khuntia (2024-30) (2024-2030),Odisha (Rajya Sabha),147000000.0
RAJYA_SABHA,Odisha,Shri Sujeet Kumar (2026-32) (2026-2032),Odisha (Rajya Sabha),49000000.0
RAJYA_SABHA,Uttar Pradesh,Shri Surendra Singh Nagar (2022-28) (2022-2028),Uttar Pradesh (Rajya Sabha),220563957.11
RAJYA_SABHA,Arunachal Pradesh,Shri Tai Tagak (2026-32) (2026-2032),Arunachal Pradesh (Rajya Sabha),49000000.0
RAJYA_SABHA,Madhya Pradesh,Shri Tarun Chugh (2026-32) (2026-2032),Madhya Pradesh (Rajya Sabha),49000000.0
RAJYA_SABHA,Uttar Pradesh,Shri Tejveer Singh (2024-30) (2024-2030),Uttar Pradesh (Rajya Sabha),147000000.0
RAJYA_SABHA,Assam,Shri Terash Gowalla (2026-32) (2026-2032),Assam (Rajya Sabha),49000000.0
RAJYA_SABHA,Tamil Nadu,Shri Tiruchi Siva (2026-32) (2026-2032),Tamil Nadu (Rajya Sabha),49356476.5
RAJYA_SABHA,Maharashtra,Shri Ujjwal Deorao Nikam (2025-31) (2025-2031),Maharashtra (Rajya Sabha),73500000.0
RAJYA_SABHA,Bihar,Shri Upendra Kushwaha (2026-32) (2026-2032),Bihar (Rajya Sabha),49000000.0
RAJYA_SABHA,Andhra Pradesh,Shri V. Vijayendra Prasad (2022-28) (2022-2028),Andhra Pradesh (Rajya Sabha),196063957.11
RAJYA_SABHA,Andhra Pradesh,Shri Vijay Chintakayala (2026-32) (2026-2032),Andhra Pradesh (Rajya Sabha),49000000.0
RAJYA_SABHA,Maharashtra,Shri Vinod Shridhar Tawde (2026-32) (2026-2032),Maharashtra (Rajya Sabha),49000000.0
RAJYA_SABHA,Madhya Pradesh,Shri Vivek K. Tankha (2022-28) (2022-2028),Madhya Pradesh (Rajya Sabha),220563957.11
RAJYA_SABHA,Andhra Pradesh,Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030),Andhra Pradesh (Rajya Sabha),147000000.0
RAJYA_SABHA,Manipur,Smt. Adhikarimayum Sharda Devi (2026-32) (2026-2032),Manipur (Rajya Sabha),49000000.0
RAJYA_SABHA,Uttar Pradesh,Smt. Darshana Singh (2022-28) (2022-2028),Uttar Pradesh (Rajya Sabha),196994373.87
RAJYA_SABHA,Uttar Pradesh,Smt. Geeta alias Chandraprabha (2020-26) (2020-2026),Uttar Pradesh (Rajya Sabha),196063957.11
RAJYA_SABHA,Uttar Pradesh,Smt. Jaya Amitabh Bachchan (2024-30) (2024-2030),Uttar Pradesh (Rajya Sabha),147000000.0
RAJYA_SABHA,Kerala,Smt. Jebi Mather Hisham (2022-28) (2022-2028),Kerala (Rajya Sabha),220563957.11
RAJYA_SABHA,Chhattisgarh,Smt. Laxmi Verma (2026-32) (2026-2032),Chhattisgarh (Rajya Sabha),49000000.0
RAJYA_SABHA,Jharkhand,Smt. Mahua Maji (2022-28) (2022-2028),Jharkhand (Rajya Sabha),232524001.2
RAJYA_SABHA,West Bengal,Smt. Mamata Thakur (2024-30) (2024-2030),West Bengal (Rajya Sabha),147000000.0
RAJYA_SABHA,Maharashtra,Smt. Maya Chintaman Ivnate (2026-32) (2026-2032),Maharashtra (Rajya Sabha),49000000.0
RAJYA_SABHA,Madhya Pradesh,Smt. Maya Naroliya (2024-30) (2024-2030),Madhya Pradesh (Rajya Sabha),147000000.0
RAJYA_SABHA,Karnataka,Smt. Nirmala Sitharaman (2022-28) (2022-2028),Karnataka (Rajya Sabha),215972051.45
RAJYA_SABHA,Kerala,Smt. P. T. Usha (2022-28) (2022-2028),Kerala (Rajya Sabha),196063957.11
RAJYA_SABHA,Chhattisgarh,Smt. Phulo Devi Netam (2026-32) (2026-2032),Chhattisgarh (Rajya Sabha),49000000.0
RAJYA_SABHA,Tamil Nadu,Smt. Rajathi (2025-31) (2025-2031),Tamil Nadu (Rajya Sabha),89248285.42
RAJYA_SABHA,Chhattisgarh,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Chhattisgarh (Rajya Sabha),246780257.87
RAJYA_SABHA,Haryana,Smt. Rekha Sharma (2024-28) (2024-2028),Haryana (Rajya Sabha),98000000.0
RAJYA_SABHA,Telangana,Smt. Renuka Chowdhury (2024-30) (2024-2030),Telangana (Rajya Sabha),147000000.0
RAJYA_SABHA,Nagaland,Smt. S. Phangnon Konyak (2022-28) (2022-2028),Nagaland (Rajya Sabha),206563957.11
RAJYA_SABHA,Uttar Pradesh,Smt. Sadhna Singh (2024-30) (2024-2030),Uttar Pradesh (Rajya Sabha),147000000.0
RAJYA_SABHA,West Bengal,Smt. Sagarika Ghose (2024-30) (2024-2030),West Bengal (Rajya Sabha),147000000.0
RAJYA_SABHA,Uttar Pradesh,Smt. Sangeeta Yadav (2022-28) (2022-2028),Uttar Pradesh (Rajya Sabha),196063957.11
RAJYA_SABHA,Uttar Pradesh,Smt. Seema Dwivedi (2020-26) (2020-2026),Uttar Pradesh (Rajya Sabha),173830159.11
RAJYA_SABHA,Rajasthan,Smt. Sonia Gandhi (2024-30) (2024-2030),Rajasthan (Rajya Sabha),147000000.0
RAJYA_SABHA,Karnataka,Smt. Sudha Murty (2024-30) (2024-2030),Karnataka (Rajya Sabha),147000000.0
RAJYA_SABHA,Odisha,Smt. Sulata Deo (2022-28) (2022-2028),Odisha (Rajya Sabha),196084721.4
RAJYA_SABHA,Madhya Pradesh,Smt. Sumitra Balmik (2022-28) (2022-2028),Madhya Pradesh (Rajya Sabha),196063957.11
